MASTER PATH,DISH CALL,SLING CALL,MULTICAST,PORT,SSM1,SSM2,BUNDLE NAME,In Use,Sentry Number,Audio_1,Audio_2,Primary Port,Backup Port
TUNIS1,NA,TUNIS1,232.23.13.6,3101,172.31.1.22,172.31.2.22,NEXTOLOGIES,Yes,Sentry 5,0,,Port 33,Port 1033
TUNIS2,TUNIS2,TUNIS2,232.70.1.65,3101,172.31.27.71,172.31.28.71,MX1,Yes,Sentry 5,0,,Port 34,Port 1034
TV2000,TV2KI,TV2000,232.20.97.80,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 35,Port 1035
TV5MINF,NA,TV5MINF,232.70.5.62,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 5,0,,Port 36,Port 1036
TV5MND,NA,TV5MND,232.20.5.144,3101,172.31.1.24,172.31.2.24,DBS,Yes,Sentry 5,0,,Port 37,Port 1037
TV5MSTY,NA,TV5MSTY,232.70.5.61,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 5,0,,Port 38,Port 1038
TV5NW,TV5NW,TV5NW,232.20.97.142,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 39,Port 1039
TV9,TV9,TV9,232.20.214.39,3101,172.31.1.24,172.31.2.24,DBS,Yes,Sentry 5,0,,Port 40,Port 1040
OLD_TV9TE,OLD_TV9TE,OLD_TV9TE,232.20.97.114,3101,172.31.1.21,172.31.2.21,NOBUNDLE,No,Sentry 5,0,,Port 41,Port 1041
TVATEL,NA,TVATEL,232.70.5.69,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 5,0,,Port 42,Port 1042
TVB1,TVB1,TVB1,232.20.98.166,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 43,Port 1043
TVB2,TVB2,TVB2,232.20.98.168,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 44,Port 1044
TVB8,TVB8,TVB8,232.20.94.13,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 45,Port 1045
TVBDRA,TVBD,TVBDRA,232.20.98.176,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 46,Port 1046
TVBE,TVBE,TVBE,232.20.98.175,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 47,Port 1047
TVBHD,TVBHD,TVBHD,232.20.6.205,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 48,Port 1048
TVBOL,NA,TVBOL,232.70.5.3,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 5,0,,Port 49,Port 1049
TVBS,TVBS,TVBS,232.20.94.80,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 50,Port 1050
OLD_TVBV,NA,OLD_TVBV,232.168.50.88,3101,172.31.1.21,172.31.2.21,VYVX,No,Sentry 5,0,,Port 51,Port 1051
TVEA2,TVEI,TVEA2,232.23.37.196,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 52,Port 1052
TVLNDHD,TVLNDHD,TVLNDHD,232.168.50.51,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 5,0,,Port 53,Port 1053
TVN24,TVN24,TVN24,232.70.6.172 ,1234,172.31.27.23,172.31.28.23,TATA,Yes,Sentry 5,0,,Port 54,Port 1054
TVONEGL,TVONE,TVONEGL,232.20.214.38,3101,172.31.1.24,172.31.2.24,DBS,Yes,Sentry 5,0,,Port 55,Port 1055
TVPEARL,TVBP,TVPEARL,232.20.98.148,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 56,Port 1056
TVQUIS,TVQUIS,TVQUIS,232.70.5.14,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 5,0,,Port 57,Port 1057
TVREPPL,NA,TVREPPL,232.23.13.48,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 5,0,,Port 58,Port 1058
TVVEN,NA,TVVEN,232.168.50.93,3101,172.31.1.32,172.31.2.32,Gilbert IRD,Yes,Sentry 5,0,,Port 59,Port 1059
TYCHD,TYCHD,TYCHD,232.168.50.7,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 5,0,,Port 60,Port 1060
UBN,UBN,UBN,232.20.97.178,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 61,Port 1061
UDAYA,UDAYA,UDAYA,232.20.96.169,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,,Port 62,Port 1062
UNIHD,UNVSN,UNIHD,232.23.41.165,3101,172.31.1.22,172.31.2.22,DBS,Yes,Sentry 5,0,,Port 63,Port 1063
UNVSOHD,UNVSO,UNVSOHD,232.70.2.108,1234,172.31.27.22,172.31.28.22,NBC,Yes,Sentry 5,0,,Port 64,Port 1064
USAHD,USA,USAHD,232.70.2.103,1234,172.31.27.22,172.31.28.22,NBC,Yes,Sentry 5,0,,Port 65,Port 1065
VAANI,NA,VAANI,232.70.5.71,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 5,0,,Port 66,Port 1066
VH1,VH1,VH1,232.168.50.100,3101,172.31.1.32,172.31.2.32,Gilbert IRD,Yes,Sentry 5,0,,Port 67,Port 1067
OLD_VIBRANT,NA,OLD_VIBRANT,232.70.5.81,1234,172.31.27.23,172.31.28.23,ZIXI,No,Sentry 5,0,,Port 68,Port 1068
VICEHD,VICE,VICEHD,232.70.3.4,1234,172.31.27.21,172.31.28.21,AandE,Yes,Sentry 5,0,,Port 69,Port 1069
VKIDS,NA,VKIDS,232.168.50.82,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 5,0,,Port 70,Port 1070
VROLA,NA,VROLA,232.168.50.87,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 5,0,,Port 71,Port 1071
WAGADT,WAGA,WAGADT,232.31.9.4,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 72,Port 1072
WAMI,WAMI,WAMI,232.31.125.11,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 73,Port 1073
OLD_WBKODT,OLD_WBKOD,OLD_WBKODT,232.31.25.9,3101,172.31.1.22,172.31.2.22,NOBUNDLE,No,Sentry 5,0,N/A,Port 74,Port 1074
WBTS,NA,WBTS,232.70.2.161,1234,172.31.27.22,172.31.28.22,NBC,Yes,Sentry 5,AC3,"1:AC3 2:AAC,eng",Port 75,Port 1075
WCAUDT,WCAU,WCAUDT,232.70.2.154,1234,172.31.27.22,172.31.28.22,NBC,Yes,Sentry 5,AC3,"1:AC3 2:AAC,eng",Port 76,Port 1076
WETVSTR,WE,WETVSTR,232.70.2.72,1234,172.31.27.23,172.31.28.23,AMC_,Yes,Sentry 5,1,"1:AC3,5.1 2:AC3,1.0",Port 77,Port 1077
WFDC,WFDC,WFDC,232.31.203.10,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 78,Port 1078
WFLDDT,WFLD,WFLDDT,232.31.224.4,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:san 2:AC3,Port 79,Port 1079
WFNUSHD,WFN,WFNUSHD,232.168.50.83,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 5,AC3,"1:AC3 2:Audio, 2.0",Port 80,Port 1080
WFTT,WFTT,WFTT,232.31.190.10,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:san 2:AC3,Port 81,Port 1081
WFUTDT,WFUTDT,WFUTDT,232.31.136.7,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:san 2:AC3,Port 82,Port 1082
WGBO,WGBO,WGBO,232.31.224.9,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:san 2:AC3,Port 83,Port 1083
WILXTRA,NA,WILXTRA,232.70.5.145,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 5,0,1 audio pid,Port 84,Port 1084
OLD_WILXTRA-IPL,OLD_WILXTRA-IPL,OLD_WILXTRA-IPL,232.0.0.1,1234,172.31.27.23,172.31.28.23,NOBUNDLE,No,Sentry 5,0,N/A,Port 85,Port 1085
WJBKDT,WJBK,WJBKDT,232.31.55.24,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 86,Port 1086
WJZYDT,WJZY,WJZYDT,232.31.34.4,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 87,Port 1087
WLII,WLII,WLII,232.31.174.10,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1: AC3 ,Port 88,Port 1088
WLLOHD,WLLOW,WLLOHD,232.70.5.146,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 5,0,1:AAC 2.0,Port 89,Port 1089
OLD_WLLOHD-IPL,OLD_WLLOHD-IPL,OLD_WLLOHD-IPL,232.0.0.2,1234,172.31.27.23,172.31.28.23,NOBUNDLE,No,Sentry 5,0,N/A,Port 90,Port 1090
WLTV,WLTV,WLTV,232.31.125.9,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 91,Port 1091
WLZEDT,WLZE,WLZEDT,232.31.68.30,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,0,"1: Audio 2.0, eng",Port 92,Port 1092
WMAQDT,WMAQ,WMAQDT,232.70.2.157,1234,172.31.27.22,172.31.28.22,NBC,Yes,Sentry 5,AC3,"1:AC3, 2:AAC,eng",Port 93,Port 1093
WNBCDT,WNBC,WNBCDT,232.70.2.151,1234,172.31.27.22,172.31.28.22,NBC,Yes,Sentry 5,AC3,"1:AC3, 2:AAC,eng",Port 94,Port 1094
WNYWDT,WNYW,WNYWDT,232.31.136.4,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:san 2:AC3,Port 95,Port 1095
WOFLDT,WOFL,WOFLDT,232.31.143.4,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 96,Port 1096
WOGXDT,WOGX,WOGXDT,232.31.72.13,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3,Port 97,Port 1097
WOTF,WOTF,WOTF,232.31.143.10,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 98,Port 1098
WQHS,WQHS,WQHS,232.31.42.9,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 99,Port 1099
WRCDT,WRC,WRCDT,232.70.2.155,1234,172.31.27.22,172.31.28.22,NBC,Yes,Sentry 5,AC3,"1:AC3, 2:AAC,eng",Port 100,Port 1100
OLD_WRGTDT,OLD_WRGT,OLD_WRGTDT,232.31.52.4,3101,172.31.1.24,172.31.2.24,NOBUNDLE,No,Sentry 5,0,N/A,Port 101,Port 1101
WTTGDT,WTTG,WTTGDT,232.31.203.4,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 102,Port 1102
WTVJDT,WTVJ,WTVJDT,232.70.2.152,1234,172.31.27.22,172.31.28.22,NBC,Yes,Sentry 5,AC3,"1:AC3, 2:AAC,eng",Port 103,Port 1103
WTVT,WTVT,WTVT,232.31.190.4,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:san 2:AC3,Port 104,Port 1104
WTXFDT,WTXF,WTXFDT,232.31.150.4,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 105,Port 1105
WUNI,WUNI,WUNI,232.31.24.137,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 106,Port 1106
WUTF,WUTF,WUTF,232.31.24.139,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 107,Port 1107
WUVC,WUVC,WUVC,232.31.158.10,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:san 2:AC3,Port 108,Port 1108
WUVG,WUVG,WUVG,232.31.9.9,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 109,Port 1109
WUVN,WUVN,WUVN,232.31.86.8,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 110,Port 1110
WUVP,WUVP,WUVP,232.31.150.9,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:AC3 2:san,Port 111,Port 1111
WVEA,WVEA,WVEA,232.31.190.9,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:san 2:AC3,Port 112,Port 1112
WVEN,WVEN,WVEN,232.31.143.9,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:san 2:AC3,Port 113,Port 1113
WVITDT,WVIT,WVITDT,232.70.2.153,1234,172.31.27.22,172.31.28.22,NBC,Yes,Sentry 5,AC3,"1:AC3, 2:AAC,eng",Port 114,Port 1114
WXFT,WXFT,WXFT,232.31.224.8,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:san 2:AC3,Port 115,Port 1115
WXTV,WXTV,WXTV,232.31.136.8,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,AC3,1:san 2:AC3,Port 116,Port 1116
PPV3,NA,PPV3,232.23.36.58,3101,172.31.1.22,172.31.2.22,Gilbert MCR,Yes,Sentry 5,AC3,"1:AC3 2:Audio, 2.0",Port 117,Port 1117
YEMTV,YEMTV,YEMTV,232.70.1.55,3101,172.31.27.71,172.31.28.71,MX1,Yes,Sentry 5,0,1 audio pid,Port 118,Port 1118
YESBOHD,YESBOHD,YESBOHD,232.168.50.45,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 5,1,"1:AC3,5.1 2:AC3,1.1,spa",Port 119,Port 1119
YESHDNY,YESHDNY,YESHDNY,232.168.50.44,3101,172.31.1.31,172.31.2.31,Gilbert IRD,Yes,Sentry 5,1,"1:AC3,5.1 2:AC3,1.1,spa",Port 120,Port 1120
YOYO,YOYO,YOYO,232.20.97.98,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,1 audio pid,Port 121,Port 1121
ZAFLAM,NA,ZAFLAM,232.20.96.150,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,1 audio pid,Port 122,Port 1122
ZALWAN,NA,ZALWAN,232.20.96.86,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,1 audio pid,Port 123,Port 1123
ZBNGL,ZBNGL,ZBNGL,232.20.96.151,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,1 audio pid,Port 124,Port 1124
ZBUSN,NA,ZBUSN,232.70.6.108,1234,172.31.27.22,172.31.28.22,TATA,Yes,Sentry 5,0,1 audio pid,Port 125,Port 1125
ZCIN,ZCINE,ZCIN,232.20.97.51,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,1 audio pid,Port 126,Port 1126
ZEEANM,NA,ZEEANM,232.70.6.106,1234,172.31.27.22,172.31.28.22,TATA,Yes,Sentry 5,0,1 audio pid,Port 127,Port 1127
ZEECBIN,ZEECBIN,ZEECBIN,232.70.6.107,1234,172.31.27.22,172.31.28.22,TATA,Yes,Sentry 5,0,1 audio pid,Port 128,Port 1128
ZEEBOLL,NA,ZEEBOLL,232.70.6.118,1234,172.31.27.22,172.31.28.22,TATA,Yes,Sentry 5,1,1:Audio2.0 2:Audio2.0,Port 129,Port 1129
ZEECINH,NA,ZEECINH,232.70.6.117,1234,172.31.27.22,172.31.28.22,TATA,Yes,Sentry 5,1,1:Audio2.0 2:Audio2.0,Port 130,Port 1130
ZEECL,NA,ZEECL,232.70.6.109,1234,172.31.27.22,172.31.28.22,TATA,Yes,Sentry 5,1,1:Audio2.0 2:Audio2.0,Port 131,Port 1131
ZEEKA,ZEEKA,ZEEKA,232.20.97.83,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,1 audio pid,Port 132,Port 1132
ZEEKAL,NA,ZEEKAL,232.70.6.110,1234,172.31.27.22,172.31.28.22,TATA,Yes,Sentry 5,1,1:Audio2.0 2:Audio2.0,Port 133,Port 1133
ZEEMAR,NA,ZEEMAR,232.70.6.114,1234,172.31.27.22,172.31.28.22,TATA,Yes,Sentry 5,1,1:Audio2.0 2:Audio2.0,Port 134,Port 1134
ZEEMPC,NA,ZEEMPC,232.70.6.111,1234,172.31.27.22,172.31.28.22,TATA,Yes,Sentry 5,1,1:Audio2.0 2:Audio2.0,Port 135,Port 1135
ZEEMR,ZEEMR,ZEEMR,232.20.96.17,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,1 audio pid,Port 136,Port 1136
ZEEMUN,ZESPN,ZEEMUN,232.23.39.240,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,1 audio pid,Port 137,Port 1137
ZEEPUNJ,NA,ZEEPUNJ,232.70.6.112,1234,172.31.27.22,172.31.28.22,TATA,Yes,Sentry 5,1,1:Audio2.0 2:Audio2.0,Port 138,Port 1138
ZEEPUR,NA,ZEEPUR,232.70.6.113,1234,172.31.27.22,172.31.28.22,TATA,Yes,Sentry 5,1,1:Audio2.0 2:Audio2.0,Port 139,Port 1139
ZEES,ZSALM,ZEES,232.20.96.152,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,1 audio pid,Port 140,Port 1140
ZEESAR,NA,ZEESAR,232.70.6.105,1234,172.31.27.22,172.31.28.22,TATA,Yes,Sentry 5,0,1 audio pid,Port 141,Port 1141
ZEETALK,NA,ZEETALK,232.70.6.116,1234,172.31.27.22,172.31.28.22,TATA,Yes,Sentry 5,1,1:Audio2.0 2:Audio2.0,Port 142,Port 1142
ZEETAML,NA,ZEETAML,232.70.6.101,1234,172.31.27.22,172.31.28.22,TATA,Yes,Sentry 5,0,1 audio pid,Port 143,Port 1143
ZEETE,ZEETE,ZEETE,232.20.98.174,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,1 audio pid,Port 144,Port 1144
ZEETVH,ZEETV,ZEETVH,232.20.6.142,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,1 audio pid,Port 145,Port 1145
ZINGUSA,ZING,ZINGUSA,232.20.97.43,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,1 audio pid,Port 146,Port 1146
ZJTV,NA,ZJTV,232.20.97.204,3101,172.31.1.21,172.31.2.21,DBS,Yes,Sentry 5,0,1 audio pid,Port 147,Port 1147
ZOOMUSA,NA,ZOOMUSA,232.20.214.14,3101,172.31.1.24,172.31.2.24,Che BT Tower,Yes,Sentry 5,0,1 audio pid,Port 148,Port 1148
ZSMILE,NA,ZSMILE,232.70.6.115,1234,172.31.27.22,172.31.28.22,TATA,Yes,Sentry 5,1,1:Audio2.0 2:Audio2.0,Port 149,Port 1149
DOGTV,NA,DOGTV,232.70.5.160,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 5,0,1 audio pid,Port 150,Port 1150
DISC,DISC,DISC,232.70.17.12,1234,172.31.27.23,172.31.28.23,TATA,Yes,Sentry 5,1,"1:AC3,5.1 2:AC3,spa 3:AC3,eng",Port 151,Port 1151
TLC,TLC,TLC,232.70.17.13,1234,172.31.27.23,172.31.28.23,TATA,Yes,Sentry 5,1,"1:AC3,5.1 2:AC3,spa 3:AC3,eng",Port 152,Port 1152
MTRTND,MTRTND,MTRTND,232.70.17.8,1234,172.31.27.23,172.31.28.23,TATA,Yes,Sentry 5,1,"1:AC3,5.1 2:AC3,eng",Port 153,Port 1153
SCI,SCI,SCI,232.70.17.21,1234,172.31.27.23,172.31.28.23,TATA,Yes,Sentry 5,1,"1:AC3,5.1 2:AC3,eng",Port 154,Port 1154
ID,ID,ID,232.70.17.19,1234,172.31.27.23,172.31.28.23,TATA,Yes,Sentry 5,1,"1:AC3,5.1 2:AC3,spa 3:AC3,eng",Port 155,Port 1155
DSCE,DSCE,DSCE,232.70.17.17,1234,172.31.27.23,172.31.28.23,TATA,Yes,Sentry 5,1,"1:AC3,5.1 2:AC3,spa 3:AC3,ton",Port 156,Port 1156
DSFAM,DSFAM,DSFAM,232.70.17.18,1234,172.31.27.23,172.31.28.23,TATA,Yes,Sentry 5,1,"1:AC3,5.1 2:AC3,spa 3:AC3,ton",Port 157,Port 1157
AHC,AHC,AHC,232.70.17.16,1234,172.31.27.23,172.31.28.23,TATA,Yes,Sentry 5,1,"1:AC3,5.1 2:AC3,eng",Port 158,Port 1158
AMERI,AMERI,AMERI,232.70.17.14,1234,172.31.27.23,172.31.28.23,TATA,Yes,Sentry 5,1,"1:AC3,5.1 2:AC3,eng",Port 159,Port 1159
PPV4,NA,PPV4,232.23.36.59,3101,172.31.1.22,172.31.2.22,Gilbert MCR,Yes,Sentry 5,0,,Port 160,Port 1160
PTCPG,PTCPG,PTCPG,232.20.5.173,3101,172.31.1.24,172.31.2.24,DBS,Yes,Sentry 5,0,,Port 161,Port 1161
PTCSR,PTCSR,PTCSR,232.70.5.86,1234,172.31.27.23,172.31.28.23,ZIXI,Yes,Sentry 5,0,,Port 162,Port 1162
PTCM,PTCM,PTCM,232.70.5.85,1234,172.31.27.23,172.31.28.23,DBS,Yes,Sentry 5,0,,Port 163,Port 1163
PTCDT,PTCDT,PTCDT,232.70.5.87,1234,172.31.27.23,172.31.28.23,DBS,Yes,Sentry 5,0,,Port 164,Port 1164
GURBAA,GURBAA,GURBAA,232.23.13.153,3101,172.31.1.24,172.31.2.24,NEXTOLOGIES,Yes,Sentry 5,0,,Port 165,Port 1165
PXSPT,PXSPT,PXSPT,232.168.50.153,3101, 172.31.1.32,172.31.2.32,Gilbert IRD,Yes,Sentry 5,0,,Port 166,Port 1166
FRPRV,FRPRV,FRPRV,232.23.36.55,3101,172.31.1.22,172.31.2.22,Gilbert MCR,Yes,Sentry 5,0,,Port 167,Port 1167
KTFD,KTFD,KTFD,232.30.53.12,3101,172.31.1.23,172.31.2.23,LOCALS,Yes,Sentry 5,0,,Port 168,Port 1168
BEIN2,BEIN2,BEIN2,232.168.50.111,3101,172.31.1.31,172.31.2.31,Eurovision SRT,Yes,Sentry 5,0,,Port 169,Port 1169
COMET,NA,COMET,232.70.4.12,1234,172.31.27.23,172.31.28.23,LTN,Yes,Sentry 5,0,,Port 170,Port 1170
